FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"03500","Mount Holly Fire District No.1","17 Pine ST","PO Box 741","Mount Holly","BURLINGTON               ","NJ","08060","","","PO Box 741","Mount Holly","NJ","08060-0741","https://www.mounthollyfire.org/","2","Volunteer","Local (includes career, combination, and volunteer)","0","40","0","6","50","Good Intent Fire Company #3","","100 Garden Street","","Mount Holly","NJ","08060"
"02517","Mount Morris Township Fire Department (Central)","5413 Bicentennial DR","","Mount Morris","GENESEE                  ","MI","48458-9406","5413 Bicentennial DR","","","Mount Morris","MI","48458-9406","https://www.mtmorristwp.org/Department/Fire.aspx","3","Volunteer","Local (includes career, combination, and volunteer)","0","0","25","0","0","Mount Morris Township Fire Department (Station 2)","","4035 N Jennings RD","","Flint","MI","48504"
"02517","Mount Morris Township Fire Department (Central)","5413 Bicentennial DR","","Mount Morris","GENESEE                  ","MI","48458-9406","5413 Bicentennial DR","","","Mount Morris","MI","48458-9406","https://www.mtmorristwp.org/Department/Fire.aspx","3","Volunteer","Local (includes career, combination, and volunteer)","0","0","25","0","0","Mount Morris Township Fire Department (Station 3 - Beecher)","","1027 Louis AVE","","Flint","MI","48504"
"08013","Mount Orab Fire Department, Inc.","115 Spice ST","","Mount Orab","BROWN                    ","OH","45154","","","PO Box 454","Mount Orab","OH","45154-0454","https://www.mtorabfire.com/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","20","26","0","0","Mount Orab Fire Department Station 2","","2861 State Route 134","","Sardinia","OH","45171"
"CN342","Mount Prospect Fire Department","112 E Northwest HWY","","Mount Prospect","COOK                     ","IL","60056-3232","112 E Northwest HWY","","","Mount Prospect","IL","60056-3232","https://www.mountprospect.org/","3","Mostly Career","Local (includes career, combination, and volunteer)","72","0","14","8","35","Mount Prospect Fire Department Station 14","","2000 E Kensington RD","","Mount Prospect","IL","60056-1925"
"CN342","Mount Prospect Fire Department","112 E Northwest HWY","","Mount Prospect","COOK                     ","IL","60056-3232","112 E Northwest HWY","","","Mount Prospect","IL","60056-3232","https://www.mountprospect.org/","3","Mostly Career","Local (includes career, combination, and volunteer)","72","0","14","8","35","Mount Prospect Fire Department Station 12","","1601 W Golf RD","","Mount Prospect","IL","60056-4003"
"47067","Mount Shasta Vista Volunteer Fire Company","13502 Roland DR","","Montague","SISKIYOU                 ","CA","96064-9532","13502 Roland DR","","","Montague","CA","96064-9532","","2","Volunteer","Local (includes career, combination, and volunteer)","0","5","0","0","5","Juniper Flat Station","","11036 Juniper DR","","Montague","CA","96064"
"JC151","Mount Vernon Fire Department","714 S 42ND ST","","Mount Vernon","JEFFERSON                ","IL","62864","","","PO Box 1708","Mount Vernon","IL","62864-0034","https://www.mtvernon.com/","3","Career","Local (includes career, combination, and volunteer)","29","0","0","1","0","Station 4","","714 S 42ND ST","","Mount Vernon","IL","62864-6250"
"JC151","Mount Vernon Fire Department","714 S 42ND ST","","Mount Vernon","JEFFERSON                ","IL","62864","","","PO Box 1708","Mount Vernon","IL","62864-0034","https://www.mtvernon.com/","3","Career","Local (includes career, combination, and volunteer)","29","0","0","1","0","Station 1","","1100 Main ST","","Mount Vernon","IL","62864"
"JC151","Mount Vernon Fire Department","714 S 42ND ST","","Mount Vernon","JEFFERSON                ","IL","62864","","","PO Box 1708","Mount Vernon","IL","62864-0034","https://www.mtvernon.com/","3","Career","Local (includes career, combination, and volunteer)","29","0","0","1","0","Station 3","","1111 Airport RD","","Mount Vernon","IL","62864"
"00529","Mount Victory Volunteer Fire Department","14955 HWY 192","","Somerset","PULASKI                  ","KY","42501-4429","15409 HWY 192","","","Somerset","KY","42501-4429","","1","Volunteer","Local (includes career, combination, and volunteer)","0","27","0","0","0","Mount Victory Volunteer Fire Department Sub Station","","4000 Highway 3269","","Somerset","KY","42501-0000"
"04510","Mountain Home Fire & Rescue","3710 Ashville HWY","","Hendersonville","HENDERSON                ","NC","28791","","","PO Box 264","Mountain Home","NC","28758-0264","https://www.mtnhomefire.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","13","18","14","1","0","Mountain Home Station 3","","881 Carraige Park Way","","Hendersonville","NC","28791"
"04510","Mountain Home Fire & Rescue","3710 Ashville HWY","","Hendersonville","HENDERSON                ","NC","28791","","","PO Box 264","Mountain Home","NC","28758-0264","https://www.mtnhomefire.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","13","18","14","1","0","Mountain Home Station 2","","2681 Howard Gap RD","","Hendersonville","NC","28792"
"43013","Mountain Springs Volunteer Fire and Rescue","16331 Highway 5","","Cabot","LONOKE                   ","AR","72023-8026","16331 Highway 5","","","Cabot","AR","72023-8026","","2","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","5","Mountain Springs Fire and Rescue Station # 2","","6225 Highway 319","","Austin","AR","72007"
"69001","Mountain View Fire Department","311 W Main ST","","Mountain View","STONE                    ","AR","72560","","","PO Box 360","Mountain View","AR","72560-0360","","2","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","0","0","Central Fire Station","","205 N Bayou DR","","Mountain View","AR","72560"
"43050","Mountain View Fire Department","1000 Villa ST","","Mountain View","SANTA CLARA              ","CA","94041","1000 Villa ST","","","Mountain View","CA","94041-1238","https://www.mountainview.gov/depts/fire/default.asp","5","Career","Local (includes career, combination, and volunteer)","70","0","0","19","0","Mountain View Fire Department Station 2","","160 Cuesta DR","","Mountain View","CA","94040-3737"
"43050","Mountain View Fire Department","1000 Villa ST","","Mountain View","SANTA CLARA              ","CA","94041","1000 Villa ST","","","Mountain View","CA","94041-1238","https://www.mountainview.gov/depts/fire/default.asp","5","Career","Local (includes career, combination, and volunteer)","70","0","0","19","0","Mountain View Fire Department Station 3","","301 N Rengstorff AVE","","Mountain View","CA","94043-2809"
"43050","Mountain View Fire Department","1000 Villa ST","","Mountain View","SANTA CLARA              ","CA","94041","1000 Villa ST","","","Mountain View","CA","94041-1238","https://www.mountainview.gov/depts/fire/default.asp","5","Career","Local (includes career, combination, and volunteer)","70","0","0","19","0","Mountain View Fire Department Station 5","","2195 N Shoreline BLVD","","Mountain View","CA","94043-1333"
"43050","Mountain View Fire Department","1000 Villa ST","","Mountain View","SANTA CLARA              ","CA","94041","1000 Villa ST","","","Mountain View","CA","94041-1238","https://www.mountainview.gov/depts/fire/default.asp","5","Career","Local (includes career, combination, and volunteer)","70","0","0","19","0","Mountain View Fire Department Station 4","","229 N Whisman RD","","Mountain View","CA","94043-3911"
"43050","Mountain View Fire Department","1000 Villa ST","","Mountain View","SANTA CLARA              ","CA","94041","1000 Villa ST","","","Mountain View","CA","94041-1238","https://www.mountainview.gov/depts/fire/default.asp","5","Career","Local (includes career, combination, and volunteer)","70","0","0","19","0","Mountain View Fire Department Station 1","","251 S Shoreline BLVD","","Mountain View","CA","94041-1208"
"01811","Mountain View Volunteer Fire Department","3323 S NC HWY 127","","Hickory","CATAWBA                  ","NC","28602","3323 S NC HWY 127","","","Hickory","NC","28602-8213","","1","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","23","0","0","0","Mountain View Fire Base # 2","","1540 Henry River Road","","Hickory","NC","28602"
"04612","Mountain View Volunteer Fire Department Station 2","1314 W 4th ST","","Mountain View","HOWELL                   ","MO","65548-7954","126 Oak ST","","PO Box 1090","Mountain View","MO","65548","","2","Volunteer","Local (includes career, combination, and volunteer)","0","24","0","0","0","Mountain View Volunteer Fire Department Station 1","","128 W 3rd ST","","Mountain View","MO","65548"
"11312","Mountain Vista Fire District","1175 W Magee RD","","Tucson","PIMA                     ","AZ","85704-3435","1175 W Magee RD","","","Tucson","AZ","85704-3435","https://www.mountainvistafire.org/","2","Career","Local (includes career, combination, and volunteer)","38","0","0","2","3","Mountain Vista Fire Department Station 620","","9310 N Shannon RD","","Tucson","AZ","85742"
"00810","Mt High Volunteer Fire Department & Rescue Squad","1777 Skyline DR","","Hayden","BLOUNT                   ","AL","35079","","","PO Box 495","Hayden","AL","35079-0495","","2","Volunteer","Local (includes career, combination, and volunteer)","0","12","0","0","4","Mt. High Station 2","","PO Box 495","","Hayden","AL","35079-0495"
"00139","Mt. Olive Fire District","3235 Mount Olive RD","","Mount Olive","JEFFERSON                ","AL","35117-3711","3235 Mount Olive RD","","","Mount Olive","AL","35117-3711","https://www.mtolivefire.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","9","17","0","0","0","Station-2","","1321 River RD","","Mount Olive","AL","35117"
"05217","Mud Tavern Fire & Rescue","2278 Kirby Bridge RD","","Decatur","MORGAN                   ","AL","35603","2695 Kirby Bridge RD","","","Decatur","AL","35603-3809","","2","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","6","Mud Tavern Fire Rescue Station 2","","4048 Old Moulton RD","","Decatur","AL","35603"
"67190","Mukwonago Fire Department","1111 Fox ST","","Mukwonago","WAUKESHA                 ","WI","53149","","","PO Box 206","Mukwonago","WI","53149-0206","https://www.mukwonagofire.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","0","40","0","0","Station #2","","W320 S8315 Beulah RD","","Mukwonago","WI","53149"
"","Munden-Narka Rural Fire District #3","103 W. North St.","Munden Station","Munden","REPUBLIC                 ","KS","66959","103 W. North St.","Munden Station","","Munden","KS","66959","","2","Volunteer","Local (includes career, combination, and volunteer)","0","25","0","0","0","Munden-Narka Rural Fire District #3 / Republic County Rural Fire District #3","","1690 220 Road","","Munden","KS","66959"
"","Munden-Narka Rural Fire District #3","103 W. North St.","Munden Station","Munden","REPUBLIC                 ","KS","66959","103 W. North St.","Munden Station","","Munden","KS","66959","","2","Volunteer","Local (includes career, combination, and volunteer)","0","25","0","0","0","Munden-Narka Rural Fire District #3 Narka Station","","510 Pine St.","","Narka","KS","66960"
"77031","Munroe Falls Fire Department","43 Munroe Falls AVE E","","Munroe Falls","SUMMIT                   ","OH","44262-1537","43 Munroe Falls AVE E","","","Munroe Falls","OH","44262-1537","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","27","0","0","Munroe Falls Fire Station 2","","151 N Main ST","","Munroe Falls","OH","44262"
"55004","Murfreesboro Fire & Rescue Department","305 School ST","","Murfreesboro","PIKE                     ","AR","71958","","","PO Box 251","Murfreesboro","AR","71958-0251","https://www.mborofire.com/","2","Volunteer","Local (includes career, combination, and volunteer)","0","5","14","0","0","Murfreesboro Fire & Rescue Department Lake Greeson Substation #2","","95 Dynamite Hill RD","","Murfreesboro","AR","71958"
"55004","Murfreesboro Fire & Rescue Department","305 School ST","","Murfreesboro","PIKE                     ","AR","71958","","","PO Box 251","Murfreesboro","AR","71958-0251","https://www.mborofire.com/","2","Volunteer","Local (includes career, combination, and volunteer)","0","5","14","0","0","Murfreesboro Fire & Rescue Department Station #1","","305 School ST","","Murfreesboro","AR","71958"
"18078","Murray Fire Department","207 S 5TH ST","","Murray","CALLOWAY                 ","KY","42071-2511","207 S 5TH ST","","","Murray","KY","42071-2511","https://www.murrayky.gov/fire/","3","Career","State government","38","0","0","1","0","Station 3","","2075 US HWY 641 N","","Murray","KY","42071"
"70006","Muscatine Fire Department","312 E 5TH ST STE 2","","Muscatine","MUSCATINE                ","IA","52761-4248","312 E 5TH ST STE 2","","","Muscatine","IA","52761-4248","https://www.muscatineiowa.gov/","2","Career","Local (includes career, combination, and volunteer)","37","0","0","2","0","Station 2","","2124 Stewart RD","","Muscatine","IA","52761"
"06113","Muskegon Charter Township Fire Department","1117 S Walker RD","","Muskegon","MUSKEGON                 ","MI","49442-4549","1117 S Walker RD","","","Muskegon","MI","49442-4549","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","12","0","24","1","0","Muskegon Township Fire Station #2","","1699 N Getty ST","","Muskegon","MI","49445"
"15071","Myakka City Fire District","26636 State RD 70 E","","Myakka City","MANATEE                  ","FL","34251-8028","26636 State RD 70 E","","","Myakka City","FL","34251-8028","https://www.myakkafire.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","9","7","5","1","0","Station 2","","26636 State Road 70 E","","Myakka City","FL","34251-8028"
"15071","Myakka City Fire District","26636 State RD 70 E","","Myakka City","MANATEE                  ","FL","34251-8028","26636 State RD 70 E","","","Myakka City","FL","34251-8028","https://www.myakkafire.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","9","7","5","1","0","Station 1","","10215 Wauchula RD","","Myakka City","FL","34251"
"26309","Myrtle Beach Fire Department","921B Oak ST","","Myrtle Beach","HORRY                    ","SC","29577","","","PO Box 2468","Myrtle Beach","SC","29578-2468","https://www.cityofmyrtlebeach.com/fire.html","6","Career","Local (includes career, combination, and volunteer)","151","0","0","4","10","Fire Station 3","","2108 S Kings HWY","","Myrtle Beach","SC","29577"
"26309","Myrtle Beach Fire Department","921B Oak ST","","Myrtle Beach","HORRY                    ","SC","29577","","","PO Box 2468","Myrtle Beach","SC","29578-2468","https://www.cityofmyrtlebeach.com/fire.html","6","Career","Local (includes career, combination, and volunteer)","151","0","0","4","10","Fire Station 6","","970 38TH AVE N","","Myrtle Beach","SC","29577"
